Nome,Sobrenome,Data de Nascimento,Cidade de Nascimento,Nome do Pai,Nome da Mãe
Wally,Wirth,1971-08-03,合肥,Mark Wernecke,桂珍 Ackermann
桂芳,Cociarelli,1968-04-16,沈阳,Luigi Marini,桂芳 Azevedo
婷婷,蒋,1974-04-21,Wolgast,Ryan Löffler,秀芳 Keudel
Constance,Wesack,2002-02-10,Rochlitz,João Guilherme Schmiedecke,雪 Webb
Joana,Davis,1944-05-19,柳州,Fred Flores,Allegra Rezende
Ian,Silveira,1998-12-16,沈阳,Janko Ovadia,Cathy Barth
Lívia,郭,1968-01-14,Emmendingen,Robert Vieira,Cecilia Gehringer
Nicholas,Bowman,1968-09-12,济南,Ciro 杨,Jennifer Wiley
Maria Julia,Kroker,1977-01-29,Lemgo,Mariano Oderwald,Samantha Tiepolo
Lindsey,李,1943-03-09,Neubrandenburg,Zachary Escobar,Gülsen Seidel
Jacob,Borromini,1982-02-22,柳州,亮 Geisel,Marcia Gutknecht
Alicia,Martinez,1947-11-21,Tirschenreuth,Napoleone Hall,Crystal Vismara
Halil,Hethur,1999-03-10,Eilenburg,Swen 张,Nadeschda Monteiro
峰,Hörle,1997-03-30,Lüdinghausen,Matthew Alves,Lara Mangold
Piergiorgio,Hornig,2000-01-05,石家庄,Raul Silva,霞 陆
畅,孟,1973-01-10,Schwabmünchen,Benjamin Wells,Vicki Cutuli
Gianluca,Fields,1984-01-27,Wolmirstedt,Davi Lucas Lane,Ashley 刘
Gabrielly,Cavalcanti,1981-12-17,Neubrandenburg,John 袁,春梅 Reichmann
Friedbert,Ramirez,1981-11-21,广州,想 Sheppard,Katalin Binaghi
Karl-Dieter,Sölzer,1956-12-22,长沙,华 Antonello,Kimberly Jenkins
Wera,Atkinson,1999-01-26,Mittweida,Enzo Torres,Pietra Klemt
Roberta,Hartung,1955-04-08,荆门,Hans-Josef Taylor,Milena Myers
Licia,丁,1945-08-16,Darmstadt,Galasso Smith,芳 Spanevello
Kelly,Nelson,1971-10-06,Potsdam,João Lucas Walker,琳 王
Jake,Wade,1993-03-08,潜江,Robert Ribeiro,畅 Mastroianni
Bettina,Dussen van,2000-02-22,Kötzting,Giuliano Nunes,Cecilia Small
Lavínia,Kostolzin,1993-02-27,Jessen,Noah 吴,Michelle Salz
杨,Obrien,1949-01-04,Bitterfeld,Jeremy Pizzo,Angela Nordio
Luiz Henrique,Sontag,1994-07-03,Bersenbrück,Jonathan Pena,Cläre Tanner
桂珍,Mendes,1997-02-11,太原,Francisco Bodoni,Elizabeth Clark
Pasqual,Hauffer,1998-04-18,通辽,亮 Cavalcanti,Fabrizia 范
Elisa,Porto,1944-03-18,潜江,David Weinhold,云 Armstrong
Ana Clara,Moore,1980-07-26,Freudenstadt,Jacob 张,Dorothy Johnson
阳,Short,1976-11-28,太原,彬 Gilbert,Annette Baldwin
Sean,Cunha,1997-09-07,昆明,Tony Kensy,Ana Lívia Otto
Brianna,陈,1948-12-09,Bad Liebenwerda,Luigi Aragão,Nicole Nelson
Romina,Cardoso,1976-05-17,兴安盟,Calebe 任,Caitlin Caldeira
Brittany,Heinz,1984-01-26,佛山,Jose Lin,Isa Carpenter
Daniela,Fittipaldi,1983-08-30,Gütersloh,Dietmar Reynolds,Andrea Garcia
Christopher,Botta,1953-11-17,嘉禾,Kasimir Galuppi,Samantha Hanson
Sean,Buchholz,1971-03-03,Kaiserslautern,强 Malenchini,娟 Lindner
Claudio,Sanchez,1973-04-05,Weimar,John Peixoto,Angela Meyer
宁,Baum,1985-02-10,宜都,Dan Santos,丽丽 Gates
Anthony,Ceci,1992-05-26,Grafenau,Charles Rosmini,Patricia 李
Carlo,Onio,1960-12-05,Miesbach,Bertold Jones,Laura Costanzi
Jamie,Camilleri,1984-01-13,Hannoversch Münden,龙 Berry,Cassandra Farias
Ansaldo,Rivera,1956-05-08,Eisenhüttenstadt,Brandon Roberts,Elizabeth Moura
勇,Foster,2003-10-10,深圳,Peter Doyle,Karen Castioni
Agatha,Klemt,1994-06-23,南京,涛 Mclaughlin,Marta Nascimento
Amber,Metella,1987-06-29,Sternberg,Cauê 李,Stella Wähner
Alicia,张,1947-08-01,Einbeck,Noah Yang,Letizia 李
海燕,Ferreira,1985-04-01,Mittweida,Anthony Zacchia,Maureen Mühle
Alexia,Benthin,1978-03-15,福州,Christos Meza,Maria Clara Cipolla
Erhardt,王,2003-10-16,Stollberg,飞 Ziegert,Sophia Jacuzzi
超,Byrd,1983-04-11,贵阳,Christopher da Paz,Siglinde Brown
Eric,Torres,1958-11-16,郑州,Vitor Gabriel Butler,Lena Schuster
Maria,Foster,1986-04-23,宁德,鑫 徐,Priscilla 赵
涛,陶,1956-10-16,海口,Joshua Butler,Morgan Aragão
Kaique,Holt,1985-10-18,六盘水,杰 Walker,Stella Tonisto
Licia,Combs,1996-01-21,潮州,Alberico 罗,Deborah Coleman
文,吴,1998-01-05,巢湖,Pier Riley,Anna Baum
Rosaria,熊,1995-11-15,Kulmbach,志强 Gomes,Lorena 李
Vinicius,Garcia,1956-09-03,Hildesheim,Tullio 黄,Giovanna Young
Terri,Phillips,2005-02-06,Suhl,Duane 杨,凤兰 Pennington
Jeffrey,Döhn,1956-01-19,Osterburg,Piergiorgio das Neves,Luna Chigi
琳,Viana,1956-10-23,Borna,Serge Becker,Christina Sölzer
明,Bianchi,1945-02-19,Oranienburg,John Barberini,Tammy Maderna
Ramona,Ditschlerin,1968-09-07,海口,帅 Nicolucci,Leslie Jackson
Ricky,Anguissola,2000-02-25,辽阳,明 Etzler,桂芳 Malatesta
Kevin,Tommaseo,1982-11-16,Bischofswerda,东 Klingelhöfer,秀珍 Gutknecht
Chiara,刘,1998-03-05,Eisenhüttenstadt,Joshua 王,玉梅 Watson
Charles,Gottardi,1957-04-17,辽阳,Giustino Zaccardo,Stefani Balbo
Courtney,Clark,1991-05-04,Kaiserslautern,Pierluigi Iannucci,秀云 Smith
娟,Quinn,1968-01-23,Koblenz,Christopher 李,Hannah Sanchez
Erika,萧,1981-11-29,兴安盟,Travis Weinhage,Sarina Grifeo
Eduarda,Rodriguez,1974-11-21,Schwandorf,帅 Balla,Matilda Gardner
Jamie,Rocha,1960-01-30,东莞,Kenneth Kraushaar,玲 Knappe
Valentina,曾,1946-06-20,六安,John Diaz,Alice 赵
利,Siffredi,1980-12-31,上海,想 Decker,Maitê Alvarez
Niklas,Dias,1972-03-24,Kelheim,Charles Price,Jennifer Hahn
Michelle,Montessori,1961-11-17,Günzburg,Noah Faranda,Luna Alexander
艳,吴,1983-09-06,辽阳,Daniel Colletti,Ana Vitória 彭
Karl,Walton,1948-10-24,沈阳,Arthur Segebahn,Valentina Jungfer
Melissa,Bryant,2002-09-09,Neuss,Arthur Ring,Andrea da Costa
Fernando,Mülichen,1951-06-18,Staßfurt,辉 Freudenberger,Alana Gomes
桂英,Rosales,1993-12-11,Augsburg,Dylan Barros,Hella Seidel
Nina,尤,1964-12-22,Wiedenbrück,Fernando Teixeira,Wiebke da Cruz
April,Howard,1947-08-30,Kötzting,Thaddäus Browning,Ashley Moreira
Ester,Thompson,1983-06-02,东莞,岩 Gigli,秀珍 Stone
Ashley,Johnson,2003-05-02,长春,Willy Huynh,冬梅 Dennis
桂荣,Nievo,1958-02-08,Fulda,Anthony 俞,Uta Rodriguez
俊,Bullock,1945-01-20,Spremberg,Edward Clark,Crystal Silva
Dina,Stokes,1947-02-14,Konstanz,Daniel Kusch,Nicole Palmisano
Mary,Fernandez,1980-08-22,Lobenstein,Henrique Rodrigues,Tammy 谢
Corey,Schleich,1953-03-26,南昌,Michael Fernandes,秀英 Harrington
Nadia,薛,1971-07-23,东莞,Pierangelo Fiebig,Deborah Kranz
Claudio,da Rocha,1977-04-13,柳州,Leonard Walter,桂荣 王
雪梅,诸,1992-07-02,海口,Gabriele da Mata,Melody Mentzel
Agnolo,曹,1964-11-08,Deggendorf,João Guilherme Hesse,Lisa Saffi
Dina,Staude,1961-10-07,Viersen,João Felipe Stewart,Isabel Stein
Spencer,Bonanno,1974-11-15,Gerolzhofen,Juan Angiolello,Clara 王
Sheila,方,1992-11-05,Kaiserslautern,Klaus-Dieter Martins,琴 Lima
Mark,Kobelt,2001-06-14,Mainburg,Dante Everett,玉英 Rocha
丽娟,Pertini,1966-03-29,Hechingen,Blake Russell,红梅 Cavalcanti
Erin,翁,1957-03-26,银川,Leonardo Reuter,Jasmina Morrow
Valentina,钟,1948-04-16,宜都,Milos Almeida,Stella Castillo
Atenulf,Majewski,1979-03-01,海口,Hans-Georg Papafava,Maitê 张
Antonios,Rezende,1975-08-01,郑州,Levi Oliveira,Emily Gadda
Christopher,钱,1994-12-21,Lemgo,Bartolomeo Franklin,玉梅 Zanichelli
Roberto,Costela,1966-05-27,Pritzwalk,Fritz 叶,Emanuella Malpighi
Clarice,吴,1947-11-04,Günzburg,Cauê Martinez,Meike Gilbert
Damiano,Farias,1970-09-16,阜新,Peter 李,Lorena Rubio
Bryan,Guarato,1976-03-08,Erding,Cauê Silveira,Pietra Canil
Alma,李,1956-07-18,通辽,Giampiero Sharp,梅 Ernst
Michael,裴,1975-04-19,Lübeck,Pedro Ferreira,Shelby Campbell
Brandon,Rocha,1993-05-05,长沙,Jeff Dehmel,Manuela Frye
Natalia,刘,1955-10-06,深圳,Christopher Correia,Clara Fischer
Vincenzo,Cavalcanti,1959-10-29,Gifhorn,Dogan Pärtzelt,Alexia Hart
Kati,Silveira,1981-11-15,南昌,Ivan Nunes,Monica Baker
Matthew,赵,1946-05-16,海口,William Santiago,Christina Novaes
Gundolf,Zichichi,2004-03-15,Nördlingen,Raffaello English,Victoria Davis
秀兰,Welch,1996-10-20,天津,James Green,Serafina Cristoforetti
Larissa,Rezende,1963-11-27,Säckingen,杨 周,Teresa Thies
Sigmund,Metella,1947-05-11,兴城,Justin Odescalchi,璐 Castro
Thomas,Hall,1960-08-09,Kusel,Coluccio Ruppert,Melissa 刘
Agostino,Davis,1971-12-14,Neunburg vorm Wald,Pierre Barber,秀华 Araújo
玉兰,Steinberg,1974-03-12,银川,Hans Wright,Kari Adolph
Luiz Miguel,Chechi,1952-08-13,Lobenstein,James Toselli,Brenda White
Tammy,Rocha,1946-04-17,巢湖,Gaetano Reynolds,Ramona Strong
Renata,Cox,1999-08-11,Pößneck,Christopher Schweitzer,丹丹 Vega
Piermaria,Campos,1966-08-26,济南,Samuel Soto,Raffaella Corcos
娜,Ellis,1942-08-08,Kamenz,Luiz Gustavo 王,Denise Zetticci
Ian,Cugia,1971-07-21,Sigmaringen,Richard Harvey,Emma Chindamo
Walentina,陈,1999-06-10,Zerbst,瑞 Rivera,Maria Decker
Emanuelly,Ribeiro,1978-06-05,惠州,Carlos Eduardo 梁,Rossana Costa
玉,da Rosa,1953-06-21,嘉禾,Ralf Brock,Angela Verdone
Melissa,Clark,1944-11-03,Neustadtner Waldnaab,Karl-Jürgen Gonçalves,Nicole Mcdonald
William,曾,1986-05-09,武汉,Augustin Prada,Latoya Jenkins
Juan,Smith,1953-08-12,南宁,Conrad 孙,Heather Gray
Mark,Ritter,1983-12-28,Oschatz,Luchino Franklin,娟 Salieri
Taylor,Trub,1999-08-08,呼和浩特,Matthew Ditschlerin,Cindy Perez
Ana Sophia,严,1965-02-07,Eisenach,Helge Nascimento,玉英 Cole
Angela,Cardano,1973-04-27,Pegnitz,Gian Ciampi,Jennifer Barkholz
Kimberly,Bodoni,1948-10-23,拉萨,Arthur Modiano,Jennifer Casale
Temistocle,Santiago,1984-06-20,Lübeck,Giacomo Melo,琴 Harper
Michael,刘,1951-04-30,太原,博 Aragão,Gabriela Dandolo
Stephanie,Martins,1950-05-26,嘉禾,杰 Powers,Marika 余
Morgan,Wilcox,1997-01-24,Aachen,Goran Haering,Marlen Comeriato
Edeltrud,Sraffa,1989-10-09,Sömmerda,Michael 王,Victoria Thompson
Steven,傅,1979-01-07,哈尔滨,João Felipe Errigo,Rachel Larson
岩,郭,1986-10-16,哈尔滨,Carmelo Häring,Tiffany Renzi
Giovanna,沈,1992-08-02,永安,Heitor Martucci,Lilian Morgan
桂英,Berg,1964-10-07,梧州,Giuseppe Snyder,Simonetta Webb
Manuela,曹,1947-09-24,通辽,Fulvio Folliero,桂芝 Piazzi
Britta,曾,1986-07-07,Weißenfels,Giacomo 王,Sandra Montesano
Carrie,程,1977-10-05,Fallingbostel,João Guilherme Lima,Rose Mills
Alberico,赵,1950-06-03,Hammelburg,Bill George,Sarah Hoffmann
Jacopo,Weinhold,1963-02-19,Sternberg,华 Barbosa,Samantha Rice
文,Hendrix,1979-10-15,杭州,Lucas Gabriel Owens,红梅 Hubbard
Jay,Mies,1963-01-08,海口,Robert Almeida,Donatella Stahr
Jobst,郑,1951-06-15,昆明,João Miguel Rivera,Lolita 张
João Miguel,Johnston,1995-12-08,广州,彬 Wilson,Martina 盖
Evangelos,Barros,2003-07-14,兴城,Stefano Pisano,桂芳 王
Lara,Fogaça,1989-09-04,西安,Eric Holder,倩 Pitts
Massimo,杨,1957-09-15,南宁,Ryan Norris,Beatrice Serraglio
凤兰,Johnson,1963-03-12,汕尾,Tilmann Oneal,Juliana da Cunha
André,Lanfranchi,1974-02-11,Schwäbisch Hall,Nathan Costa,Christine Perez
Orlando,Eigenwillig,1994-12-10,Augsburg,Daniel Dowerg,Marcella James
James,Chapman,1951-11-28,合肥,Theo 邓,Amy Avogadro
Michelotto,Hoover,1990-07-11,宁德,Andrew 何,桂香 Andrade
David,Dominguez,1986-04-29,六安,军 Saraceno,Marjan Garcia
刚,Klingelhöfer,1956-08-30,Viechtach,Sylvio Collins,Cassandra Zirme
Sean,Young,1967-04-29,兴城,Rodrigo Davidson,Manuela Azevedo
Krista,Jesus,1956-04-05,汕尾,Evan Cooper,Georgia Hopkins
Stephanie,Velazquez,1976-08-22,Neustadt am Rübenberge,Felipe Oliver,Lucrezia 李
Natalie,Weitzel,1961-08-26,兰州,Shawn Azevedo,红梅 Biagi
Pietro,Fernandes,1964-10-17,海门,Karl-Jürgen Krein,琳 Sandi
Bárbara,Green,1948-10-17,淮安,Lorenzo 胡,Sandra Olsen
Jessica,Vazquez,1972-08-07,柳州,Arthur da Mota,Amy Salieri
Andrew,Junck,1979-01-16,太原,Luiz Fernando 曾,Loretta Ramos
Harold,Johnson,1985-01-31,Spremberg,Kurt Dunn,Antonina Morrow
Noah,Cantu,1952-04-12,福州,Phillip Mattarella,琳 Jimenez
Trevor,李,1954-02-04,Duderstadt,David Zanazzo,Paola Miller
Hugo,Pereira,1993-02-05,Kitzingen,Ubaldo Christoph,Hilda Boitani
Brittany,Guzman,1968-05-13,Celle,Anthony Evans,Patricia 文
Dawn,Pacelli,1994-09-07,Dachau,Jeffrey Abba,Eugenia 赵
Sherry,Martin,1943-09-29,通辽,Ettore Farias,Kendra Cantu
Yasmin,Ferreira,2005-03-12,兰州,Diethelm Beccaria,Stephanie Grein Groth
玉梅,da Cunha,1998-12-14,郑州,Dino Franceschi,丽华 Ricolfi
Luna,Black,1990-03-29,太原,红霞 Perez,Regina Beier
Matilda,Giannini,1946-07-05,Döbeln,Leandro 周,Flora 高
Melanie,Gillespie,1962-06-10,沈阳,Kyle Morucci,Sybille 傅
Courtney,雷,1955-01-30,Eisenberg,文 Clayton,红梅 Bersani
Ronald,Pham,1986-06-11,Fulda,Eric Boucsein,Teresa Gonzalez
Jennifer,Smith,1971-03-21,阜新,Lucas Gabriel Barros,玉珍 Righi
Marcantonio,Calhoun,1945-06-17,Rathenow,Robert Rismondo,Lívia 严
Shannon,Faust,1945-04-02,西安,Tonino Villegas,Morgan Peixoto
Ashley,da Luz,1988-12-21,拉萨,建国 孙,Laís 杨
Anthony,Vance,1996-02-20,Sondershausen,Alan Mcdonald,Anne-Rose Fernandes
Stacy,Lawrence,1984-05-24,沈阳,Niccolò Fischetti,Maura Nette
Sheri,Lewis,1944-05-11,贵阳,Igor Toscani,Nicoletta Johnson
Nicoletta,Onisto,1971-02-07,Aurich,Thomas Duarte,Raquel Booth
Coluccio,Silva,1995-08-14,海口,晨 Wall,春梅 Viana
秀芳,Fernandes,1951-04-02,上海,Gabriel Wagner,Letizia Brown
Lorena,Humphrey,1957-12-25,Dachau,Michael 俞,Sonia Pinto
Pier,Ruffini,1988-01-24,潮州,红霞 Johnson,Sofia Robbins
Davi,Ramos,1956-11-10,南宁,Jacob Gaito,Nedda Jenkins
玉华,Rivera,2002-01-04,兴城,Fernando Kambs,Maria Sophia Hövel
Lisa,Seifert,1975-03-25,长春,Livio Müller,Melinda Guerra
Sara,Otto,1982-05-11,辛集,Luke 陈,Lara Alfonsi
Carla,Duarte,1948-11-15,Siegen,James 董,秀华 Wise
Robert,李,1962-06-07,辽阳,João Pedro Federici,Maria Vitória Oneal
Paul,Gomez,1980-06-14,Bremervörde,旭 Peranda,Diana Nohlmans
建平,Harris,1983-07-04,Hammelburg,Kay-Uwe Impastato,Laís Wagner
Pompeo,Franceschi,1949-06-25,阜新,Franco 李,Teresa Cardoso
Kimberly,Wright,1968-04-04,上海,Nathan Santos,Ornella 周
Bernardo,Agazzi,1994-07-12,Wolfach,William Carvalho,Babette Castro
Marlies,Röhrdanz,1953-01-18,南宁,Scott Parisi,Amanda Obrien
Rafaela,da Mota,1982-09-18,Zerbst,建华 Pinto,Lisa Alighieri
Raffaele,da Costa,1974-11-14,Borken,João Doyle,Jill Wright
Vinicius,Zimmer,1952-11-15,Heiligenstadt,建平 Choi,Mariola Freitas
Francisco,董,1957-11-01,Schongau,Carmelo Andrade,Morena Wagner
Wolf-Dietrich,罗,1977-02-20,呼和浩特,George 项,Frederike Rezende
Dionigi,Vendetti,1974-11-21,Freudenstadt,浩 Lachmann,Tamara Jopich
Derrick,Hornich,1964-01-27,辽阳,Coluccio Perry,Eva-Maria Cavalcanti
Kelly,Scott,1965-04-20,昆明,Hans-Gerhard Cain,桂花 Carvalho
桂英,Freeman,1986-12-13,香港,Klaus-Dieter Kambs,Gina Moura
Damiano,Stephens,1990-01-18,Seelow,Yago Butler,金凤 Etzold
Clarice,Roberson,1957-02-07,Wittmund,Joshua Gentileschi,Peggy Dias
Marzena,Martins,1976-09-06,Parsberg,Davi Luiz 张,娟 Gonzalez
Brittany,Araújo,1979-06-11,乌鲁木齐,Virgilio Leone,Caterina 李
峰,Teixeira,1986-10-05,香港,Livio Gonzalez,Viridiana Gonçalves
Cirillo,Gonçalves,1956-01-07,沈阳,Björn 李,婷 Dias
Julia,雷,1978-10-05,拉萨,Alexander Gabbana,Sylvia Nascimento
Freddy,Petrocelli,1999-05-09,上海,Thiago Cunha,Heather 车
Kamilly,朱,1982-03-18,Roth,东 袁,Gail Mans
Eugenia,Azevedo,1996-08-15,Gotha,Iwan Bottaro,Megan Frank
Krista,Bailey,1996-09-02,Bautzen,Bertold White,玉兰 Giusti
Denis,Peterson,2001-02-13,辛集,杨 Singleton,Patricia Vezzali
红霞,Porto,1981-09-09,东莞,佳 Mccullough,Romana Lange
Alyssa,Bennett,1972-06-25,嘉禾,帆 梁,Pina Garozzo
Patrick,Sullivan,1975-09-16,宜都,Thomas Tintzmann,Lori Caldeira
Paulina,李,1992-10-17,南宁,Claudio Langern,桂花 Huhn
Volker,Fields,1960-07-17,通辽,志强 Henry,Elisa Harris
Bethany,Zaccardo,1944-11-15,Illertissen,Gabriel Nguyen,Cindy 张
Kevin,Mortati,1976-11-03,惠州,Aldo Gill,晶 Jones
Attila,Malenchini,1955-10-16,Hettstedt,Michael 程,Annamaria Turchi
Fedor,Kelly,1959-05-14,Hamburg,Ian Davis,Tina Barton
Anna,褚,1942-08-11,Sigmaringen,洋 Vieira,Jennifer 赵
Andre,Le,2000-02-09,Stadtsteinach,Erick Stewart,Margaret 李
Benjamin,Cochran,1975-11-22,乌鲁木齐,Paul-Gerhard Graf,Suzanne Gradenigo
Brittany,Moura,1968-03-14,Querfurt,建国 Lucciano,Emilly Johnson
Kristine,Simmons,1993-06-17,Bruchsal,Andrew Contrafatto,畅 Huynh
Nathan,Krein,1986-11-29,Augsburg,Antonio Mälzer,Emanuelly Wilkins
Patricia,Freitas,1969-07-03,Dachau,Ferdinando Angiolello,Kimberly Christoph
杰,da Luz,1958-05-23,Jessen,红霞 Federico,Joana Myers
Fedor,Fernandes,2000-09-05,Rochlitz,Michael Cooper,Loretta Modiano
Caren,Börner,1966-08-17,银川,Lorenzo 卢,Morena 鞠
Tamara,雷,1961-05-10,Bad Liebenwerda,Tony Mitchell,Natalie Rezende
Robert,Tschentscher,1952-08-28,Neu-Ulm,Hans-Michael Baum,Michelle Schulz
Monica,Zamengo,1989-07-08,Eisleben,Karl-Peter Greer,Martha 张
Apollonia,Swanson,1999-12-27,Cuxhaven,Roberto Weinhold,Adrienne Martinez
Paolo,李,2002-02-13,上海,Rudi Carter,丽华 Oconnor
John,Stoll,1955-05-27,潮州,Benjamin Lewis,淑珍 李
Heide-Marie,Jockel,1961-03-11,Eckernförde,Nicholas Gierschner,Rosalia 李
Jennifer,Johns,1988-04-06,Grafenau,Nicholas Long,Veronika Mengolo
Christin,Brunello,1944-06-15,长沙,Bryan 姚,Annalisa Sanders
佳,Perkins,1965-06-22,Niesky,Emanuel Jimenez,Viridiana Gomes
Andrea,Edwards,1966-02-10,海门,Hüseyin Moura,Jennifer Ford
Ines,da Paz,2003-06-28,Ahaus,Sergius Zanichelli,丽华 Simmons
Amalia,Haynes,2004-04-15,Heiligenstadt,Keith 黄,Wendy Murillo
Giulio,Mohaupt,1971-05-14,六安,Davi Wilms,Mary Hernandez
Gianfrancesco,Cross,1950-08-01,Iserlohn,晨 Jones,Ramona Tschentscher
Hardy,Stahr,1996-06-05,Bremervörde,Bernhard Zanichelli,Letícia 杨
Eddie,Kusch,1963-06-15,马鞍山,Gerhardt Antonacci,Bianca Pereira
Coluccio,Nguyen,1999-07-05,天津,彬 Moore,Julia Koch
Enzo,张,1991-05-27,Reutlingen,Igor Johnson,Sophia Ricolfi
Richard,Stiffel,2002-03-06,Beeskow,博 Aragão,Diana Polizzi
Natália,Gehringer,1949-09-18,嘉禾,Andrew Schüler,雪梅 Brunelleschi
Ivonne,Goldoni,1965-04-12,Husum,Erick Koch,Ana Vitória Avery
Maurice,Krebs,1946-03-08,梧州,Girolamo Schleich,Milena 麻
James,Costela,1952-01-02,Mühlhausen,Matthew Roskoth,Patricia 曾
Pedro Henrique,Micca,1993-04-15,Schwandorf,Peer Ortmann,Samantha Casini
Laís,Soto,2003-02-22,Crailsheim,Jacob Marcacci,Jennifer Souza
雷,Thompson,1996-09-06,济南,Drew Marzorati,Vanessa Carlson
Pietro,Ravaglioli,1986-10-22,兴城,Samuel 林,Eveline 吴
刚,Silva,1976-05-16,Einbeck,Scott da Rosa,淑英 Misicher
Thiago,陈,1996-06-15,Schongau,Filippo Clark,Natalie 向
Alexandre,Duarte,1986-10-15,六盘水,Faruk Reed,Ana Beatriz Azevedo
Laura,Gregory,1990-06-10,拉萨,浩 da Rocha,雪梅 da Rosa
Theo,Tanner,1985-05-21,Tirschenreuth,彬 Richardson,Zofia Thomas
Maria Julia,Badoglio,1968-03-17,哈尔滨,Timothy Harmon,Camila Hill
Britta,Köster,1968-08-18,辛集,Danilo 徐,Joana Higgins
William,吴,1950-03-02,南京,Philipp Röhrdanz,桂花 Gemito
Amalia,Rocha,1962-08-25,Eichstätt,Antônio Chechi,Renee Gorlitz
Jonathan,Dias,1968-01-17,Norden,Gerold 林,Kira Cunha
Elladio,陈,1953-01-08,Ochsenfurt,博 Oderwald,Barbara Whitaker
Kay-Uwe,Clark,1958-12-04,马鞍山,勇 Mason,Hannah 张
斌,Mazzeo,1966-03-22,Gardelegen,Timothy Johnson,Annelore Henry
Sonya,Reed,1965-04-03,Zschopau,Ottmar Sontag,凤英 Richardson
秀珍,da Cunha,2001-09-14,Sigmaringen,Gerfried Vogt,Mariola Flynn
Arno,Chung,1946-10-11,佛山,Baccio Durham,Joyce 卞
João Gabriel,Staude,1952-10-12,Cloppenburg,David 孙,Elvira 白
Marcello,Nunes,1990-05-27,天津,Derrick Fields,Annelore Mendes
帅,Wolfe,1993-09-10,哈尔滨,Vitor Gabriel Preiß,雪梅 Holsten
桂兰,胡,1978-12-31,Kehl,Barry Torres,Diane Trüb
Erick,Montanelli,1971-10-24,Hersbruck,Timothy Salz,Inken Gutknecht
Emily,蒋,1968-09-09,Hoyerswerda,Ryan Hernandez,Annunziata Mejia
Veronica,Wesack,1953-12-10,南宁,Daniel Hartman,Clarissa 曹
Eraldo,Cunha,1946-12-04,沈阳,Louis Cunha,Natalia da Mata
刚,Respighi,1963-07-21,Stade,Ryan 张,Emanuella Franklin
Randall,Jordan,1994-05-20,Reutlingen,Leroy Horton,Kamilly Nunes
洁,Fechner,1988-03-25,Guben,Hanno Piovani,Dolores Doria
Natália,Boaga,1986-11-01,Lichtenfels,红霞 黄,桂珍 das Neves
Renata,Lindner,1996-12-03,Biedenkopf,Arnaldo Weber,Catherine 钱
Maria Fernanda,朱,1984-04-18,Gräfenhainichen,宇 Hernandez,Letizia Bailey
建,Niggli,2002-04-09,拉萨,James Guerrero,欣 Lindner
Sarah,Silva,1965-05-21,石家庄,帆 da Luz,Sophie Ellis
Letícia,Gentileschi,1957-06-14,惠州,Ismail Ryan,Harriet Fogaça
娜,李,2000-09-14,海口,Thiago Oliveira,Annetta Necci
Cindy,Morales,1996-10-08,Stade,Richard 邵,Maria Eduarda Hall
Mariane,da Paz,1999-05-27,柳州,Vinicius Moura,Catherine Weitzel
Kendra,Williams,1966-12-29,Stadtroda,Thiago Meyer,Aria Jackson
Kent,Fattori,1971-11-04,荆门,宁 王,Maria Grimani
强,陈,1960-01-27,Neuss,David Kirk,丹 Merritt
Alexandre,Rogner,1979-02-13,München,Pedro Castillo,秀兰 Wells
慧,Gomes,1967-02-27,南京,Andrew Chindamo,Giulietta Falloppio
Nikola,Monteiro,1944-01-21,Sonneberg,Götz 段,Antonia Wilmsen
Giampiero,Bohlander,1969-03-09,嘉禾,George 李,秀梅 Balla
Yasmin,Camiscione,1956-09-10,成都,文 Kirk,Sandra Serrano
Maysa,Ward,1978-03-28,Schmölln,俊 Lang,冬梅 Rädel
Dolores,Chang,1960-02-22,上海,宁 Watkins,Amy 蒋
Elisa,Moore,1977-03-05,潮州,Larry 李,淑华 Caspar
Erich,Cunha,1965-01-10,Diepholz,Gianluigi Galvani,Diana Schäfer
Marcus,Kambs,1993-10-30,太原,Vlado 黄,Christina Winkler
Kelly,Nelson,1974-10-12,Göppingen,Livio Juncken,Maria Luiza Solomon
Kerry,刘,1943-03-27,广州,Scott Bolzmann,Juliana Petersen
Guilherme,Heser,1986-02-14,Gadebusch,Joshua da Rosa,Emmy 李
Emilly,Ramos,1980-12-25,Düren,Gino Mcclain,Natalija 刘
雪,Castro,1965-03-06,哈尔滨,楠 Trapp,Bianca Trevisan
Fabio,Peukert,1968-06-08,Deggendorf,Werner Ford,慧 Silva
Cläre,Nunes,2001-10-19,Rochlitz,Ludovico 张,玲 Moresi
Fernando,Cole,1982-03-24,六盘水,Fernando Cavalcanti,Cecília Berry
Serena,Costela,1988-01-20,Celle,Gary Barsanti,Amanda Martins
Karen,姚,2001-12-03,Leipziger Land,Igor Roy,Darlene 祝
Alexis,Cavalcanti,1972-03-18,Potsdam,杰 Hertrampf,Caterina Zamengo
Lívia,Kohl,1942-07-09,呼和浩特,Yuri 刘,玲 Nunes
淑英,Warren,1977-08-27,银川,Danilo 谢,玲 Sanchez
Davi,Villanueva,1966-06-21,Scheinfeld,Sean Argenti,Kayla Carter
Stephany,李,1981-04-16,Eckernförde,Eraldo Carsten,Camilla Green
Eric,Pinto,1967-08-24,潮州,帅 Albers,Katherine 汪
霞,苗,1969-06-15,天津,Cameron Bondumier,Beatriz Peixoto
